viajero_id,ciudad_origen,destino_preferido,tipo_viaje,canal_reserva,edad,gasto_promedio_cop,frecuencia_anual,noches_promedio,satisfaccion
VCO1430,Bogotá,San Andrés,Gastronómico,Agencia tradicional,53,3102458,1.5,2.0,4.4
VCO1431,Medellín,Cartagena,Gastronómico,Agencia tradicional,32,1490965,1.8,7.2,4.3
VCO1432,Bogotá,San Andrés,Gastronómico,Agencia tradicional,45,872719,2.2,5.5,4.4
VCO1433,Cúcuta,Santa Marta,Gastronómico,App móvil,37,1587172,2.4,5.9,4.1
VCO1434,Bogotá,Cartagena,Descanso,App móvil,39,1227171,1.3,6.0,5.0
VCO1435,Bogotá,Amazonas,Aventura,App móvil,29,404010,4.5,4.2,4.1
VCO1436,Bogotá,Eje Cafetero,Cultural,App móvil,18,212717,5.5,2.6,3.6
VCO1437,Bogotá,Santa Marta,Cultural,App móvil,23,566863,2.5,3.5,4.7
VCO1438,Medellín,Cartagena,Gastronómico,Reserva directa,35,1409623,1.6,4.7,4.4
VCO1439,Bogotá,Villa de Leyva,Aventura,App móvil,30,279801,3.8,2.3,4.0
VCO1440,Medellín,Santa Marta,Descanso,Agencia tradicional,38,1269082,2.1,6.6,4.1
VCO1441,Bogotá,Villa de Leyva,Cultural,Reserva directa,42,3062259,2.1,5.0,4.4
VCO1442,Medellín,Santa Marta,Ecoturismo,Reserva directa,28,339807,5.1,4.2,3.9
VCO1443,Bucaramanga,San Andrés,Cultural,Agencia tradicional,44,1717195,2.2,3.6,4.6
VCO1444,Medellín,San Andrés,Descanso,Reserva directa,42,1283810,1.1,5.4,4.1
VCO1445,Medellín,Medellín,Cultural,Reserva directa,46,2156713,1.0,3.2,5.0
VCO1446,Medellín,Eje Cafetero,Aventura,Recomendación,25,318989,3.2,5.7,4.0
VCO1447,Medellín,Santa Marta,Gastronómico,Agencia tradicional,36,915730,1.0,5.6,4.6
VCO1448,Bogotá,Villa de Leyva,Gastronómico,Agencia tradicional,41,2457022,1.0,4.8,4.9
VCO1449,Medellín,San Andrés,Cultural,Reserva directa,49,2469253,1.3,6.3,4.5
VCO1450,Bogotá,Eje Cafetero,Descanso,App móvil,39,1046246,1.4,5.8,4.9
VCO1451,Cúcuta,Santa Marta,Descanso,App móvil,43,1108193,3.0,3.9,4.9
VCO1452,Bogotá,Cartagena,Descanso,Reserva directa,34,1316344,2.3,4.3,4.5
VCO1453,Bogotá,Cartagena,Gastronómico,Agencia tradicional,50,2231476,1.9,4.0,4.4
VCO1454,Bogotá,San Andrés,Gastronómico,Reserva directa,30,1166637,2.0,8.5,4.2
VCO1455,Cali,Eje Cafetero,Aventura,Reserva directa,28,434900,4.1,5.0,3.9
VCO1456,Bogotá,Cartagena,Gastronómico,Agencia tradicional,30,2549367,2.1,3.5,4.4
VCO1457,Barranquilla,Santa Marta,Descanso,Agencia tradicional,36,900553,3.3,5.8,3.8
VCO1458,Bogotá,Eje Cafetero,Cultural,App móvil,28,1345302,2.1,6.9,4.5
VCO1459,Cali,Eje Cafetero,Ecoturismo,App móvil,27,282760,4.8,2.9,3.0
VCO1460,Medellín,Cartagena,Cultural,Agencia tradicional,32,1516898,2.4,9.6,4.0
VCO1461,Bogotá,San Andrés,Descanso,Agencia tradicional,34,1041996,2.3,4.4,5.0
VCO1462,Bucaramanga,Santa Marta,Descanso,App móvil,37,1338563,1.4,5.9,4.6
VCO1463,Manizales,Villa de Leyva,Aventura,App móvil,26,311772,4.3,4.2,3.5
VCO1464,Medellín,Cartagena,Descanso,Agencia tradicional,39,1438094,2.1,7.7,4.2
VCO1465,Bogotá,Medellín,Cultural,Reserva directa,54,2388154,1.0,3.1,4.0
VCO1466,Cali,Eje Cafetero,Aventura,Recomendación,22,195272,2.3,3.5,4.3
VCO1467,Bogotá,Cartagena,Descanso,App móvil,45,2689126,1.2,4.2,4.7
VCO1468,Medellín,Cartagena,Cultural,App móvil,46,1392186,1.8,9.8,5.0
VCO1469,Bogotá,Cartagena,Cultural,Agencia tradicional,39,2566456,1.0,3.3,4.4
VCO1470,Barranquilla,San Andrés,Gastronómico,Agencia tradicional,46,2040103,2.2,4.2,4.8
VCO1471,Barranquilla,Cartagena,Descanso,Agencia tradicional,36,934440,2.1,4.0,4.7
VCO1472,Bucaramanga,Eje Cafetero,Cultural,Reserva directa,38,1142293,3.0,8.8,3.9
VCO1473,Cali,San Andrés,Descanso,App móvil,44,2157806,1.3,4.8,4.8
VCO1474,Barranquilla,Cartagena,Descanso,Agencia tradicional,44,1429297,2.1,4.2,3.9
VCO1475,Bogotá,Eje Cafetero,Ecoturismo,Recomendación,32,318767,5.7,2.4,4.9
VCO1476,Bogotá,Santa Marta,Cultural,Reserva directa,36,966448,2.4,6.0,4.1
VCO1477,Medellín,Cartagena,Descanso,Reserva directa,56,2022649,1.7,3.4,4.7
VCO1478,Barranquilla,Medellín,Gastronómico,Agencia tradicional,37,1766731,1.3,4.5,4.8
VCO1479,Bogotá,San Andrés,Cultural,Agencia tradicional,41,2907182,1.1,4.1,4.5
VCO1480,Barranquilla,Santa Marta,Cultural,App móvil,38,1076785,2.0,3.0,3.9
VCO1481,Medellín,Cartagena,Gastronómico,Agencia tradicional,48,2428527,2.4,5.3,4.7
VCO1482,Bogotá,Eje Cafetero,Cultural,Recomendación,25,381647,4.5,3.4,4.3
VCO1483,Barranquilla,San Andrés,Descanso,Agencia tradicional,39,1428672,2.0,6.2,3.6
VCO1484,Bogotá,Eje Cafetero,Ecoturismo,App móvil,23,215530,2.0,3.2,4.7
VCO1485,Cali,Eje Cafetero,Cultural,App móvil,21,374778,5.1,4.8,4.7
VCO1486,Bogotá,Villa de Leyva,Cultural,App móvil,22,388060,5.4,3.2,4.4
VCO1487,Medellín,Santa Marta,Gastronómico,Agencia tradicional,39,759417,2.3,5.8,5.0
VCO1488,Bogotá,Cartagena,Descanso,App móvil,37,1155886,2.7,5.6,4.1
VCO1489,Bogotá,Cartagena,Descanso,Agencia tradicional,35,1249381,1.7,7.4,4.5
VCO1490,Barranquilla,Eje Cafetero,Descanso,Agencia tradicional,39,974960,1.8,6.0,4.1
VCO1491,Bogotá,Eje Cafetero,Cultural,App móvil,22,404925,6.3,3.4,4.8
VCO1492,Manizales,Amazonas,Ecoturismo,App móvil,32,409285,4.1,4.7,4.9
VCO1493,Bogotá,Eje Cafetero,Ecoturismo,Recomendación,28,279864,4.8,3.0,4.0
VCO1494,Bogotá,Eje Cafetero,Ecoturismo,Recomendación,30,402836,6.5,4.4,4.2
VCO1495,Bogotá,Cartagena,Gastronómico,App móvil,42,1356040,1.0,7.8,4.5
VCO1496,Barranquilla,Cartagena,Descanso,Agencia tradicional,36,965159,2.6,6.0,4.5
VCO1497,Bogotá,Santa Marta,Cultural,Reserva directa,40,1128813,1.2,5.9,3.6
VCO1498,Barranquilla,San Andrés,Descanso,Reserva directa,35,1529575,3.4,7.0,4.9
VCO1499,Medellín,Eje Cafetero,Aventura,App móvil,26,281640,5.1,3.7,3.7
VCO1500,Barranquilla,Cartagena,Gastronómico,App móvil,39,2984836,1.5,2.5,4.5
